,user_ids,support,itemsets,period,property_values,depth,size,a
1054,"[ 100202  101105  112041  113297  115511  115559  115562  116566  117249
  117805  118855  120927  121128  122900  122918  128103  128737  130019
  130464  130571  131862  132739  134631  134914  136832  137310  140121
  140578  144417  145478  149356  149838  150176  152339  152992  153656
  153970  154084  157047  157503  165402  170455  171039  171396  172457
  172838  174212  175080  179452  180587  181935  183140  183365  186738
  188482  188588  189769  190261  193469  193677  195564  195864  197718
  197752  199278  199285  199937  200047  209608  213487  217297  217310
  220140  224628  227142  233042  237181  238481  239129  239147  239503
  239844  240151  240562  245092  249572  257705  258025  259866  262427
  265084  267277  267440  276634  281256  281976  282393  284995  285334
  287131  288685  288976  289246  290337  292427  292888  294943  296815
  298450  299397  300450  305264  310944  313976  316138  316981  318300
  323804  325066  325191  326163  326781  327138  327351  332651  333793
  334468  335616  341102  341253  341256  347322  350390  353700  356178
  356320  356791  358113  361480  362197  364809  365510  372351  375535
  384386  388905  389056  389100  389496  393462  394073  396597  397005
  411452  413973  414487  416080  416537  417444  422497  424321  425149
  430600  431743  434197  436333  438169  442103  444803  445147  446438
  448223  448379  448585  450011  454083  455558  458692  462635  462890
  468749  470144  470752  472053  472286  472493  474098  475671  475855
  476566  477616  477648  478530  480061  480524  483161  485149  486282
  491395  493464  495684  497223  499402  499519  500586  505071  507418
  508067  511228  511747  512440  514668  516560  518226  525441  526488
  526976  529795  530327  532620  535047  536911  537872  539130  539741
  540798  543053  544149  544399  545865  545877  545910  546403  549038
  549061  550658  550893  560331  560864  561915  562031  562758  563799
  567321  570365  573766  579194  579353  579429  580123  584282  587965
  588675  591109  592510  593459  595139  596761  598769  600407  602009
  604625  604667  607089  609205  614909  615774  618453  622767  625292
  645406  651048  651586  664671  666223  668724  670255  686238  696493
  703679  714679  734691  748914  753808  756209  756856  771574  783978
  787211  805674  808909  810001  821505  825311  832718  832733  834080
  836943  837740  841409  844535  849063  863109  872909  880099  881054
  886947  889768  890276  896292  899176  899574  900910  905659  910241
  910386  911353  911475  917561  927314  929267  932199  932389  935917
  937549  939408  940391  943514  951912  951964  953088  953511  959369
  959463  964536  966233  966445  968493  971983  972539  973691  984988
  997029  999728 1001133 1005484 1012296 1012481 1016473 1021208 1022699
 1023349 1024511 1029030 1030391 1032078 1037370 1039249 1042448 1044710
 1046665 1055018 1055988 1056238 1058749 1062043 1065332 1067245 1067295
 1067883 1069964 1074308 1080244 1082607 1089061 1089824 1093208 1095220
 1098836 1099624 1102306 1104744 1107167 1107201 1110685 1112194 1115782
 1122033 1133552 1139380 1150728 1158650 1158928 1161081 1163901 1168051
 1172945 1189972 1190153 1197850 1199229 1199738 1199866 1202105 1208115
 1211025 1214469 1217590 1221728 1224008 1224156 1224502 1233167 1240923]",414, 4267,2019-02-01,1,0.6666666666666666,414,1
1055,"[ 121128  127760  127960  138663  154248  333793  389100  399636  429530
  447321  506588  585321  997744 1168259 1192624]",15, 4268 1564,2019-02-01,1,0.6666666666666666,15,1
1058,"[ 108294  109615  121128  127538  132253  133755  138663  141648  143826
  147052  156705  164225  164308  174617  175869  184049  184920  187930
  195864  198805  208423  217726  223220  229782  231893  261226  262440
  262442  269982  274953  275829  286306  287608  287831  288782  289682
  315504  325208  327015  338288  351599  359007  363138  370568  397295
  410856  416537  422901  426511  438276  450524  454794  465364  470752
  474380  474699  475601  482512  483502  485421  488841  490823  495424
  496238  500694  508560  508797  528811  540247  553151  574988  576281
  576694  577914  579429  582842  589121  602814  609205  614173  616924
  619106  642259  726503  738293  825168  830896  831848  832957  844497
  890276  899788  911475  937365  973987  979326  989182  991985 1003499
 1009063 1026225 1063971 1111303 1168259 1234862]",105, 4268 4248,2019-02-01,1,0.6666666666666666,105,1
1059,"[ 101299  106150  107727  108228  108294  109279  109498  109615  110071
  111828  113875  117757  118606  119310  121128  121499  121730  125407
  127538  127760  127960  128645  130640  130756  131263  131348  131554
  132253  133755  133955  136996  137637  138510  138663  138707  139002
  140578  141332  141648  143826  145215  146452  147052  149080  153358
  153900  154084  154248  156705  157427  161058  162362  164050  164225
  164308  166603  173559  174296  174617  174735  175168  175853  175869
  178862  179604  183365  183672  184049  184920  185339  186337  187930
  191225  193796  195864  197778  198805  200047  200501  200513  201921
  205003  208423  211111  212891  215267  217076  217726  219803  220306
  223220  223493  229782  230440  231351  231893  233415  233592  234495
  236452  237374  237437  238743  239503  240562  240869  241673  244101
  244550  248887  249926  251261  251719  252507  254873  256503  256697
  257373  257982  258020  258061  258382  259630  259947  261226  262440
  262442  262806  263477  263805  269603  269795  269982  270370  272234
  274953  275145  275829  277677  278811  279798  285828  286306  287308
  287608  287754  287831  288348  288782  289682  290337  291806  293965
  295890  297198  297953  298214  300916  307966  308273  309563  311524
  312415  312694  315386  315504  317870  324352  324441  325208  327015
  327610  327681  328876  329819  332635  333530  333674  333793  333899
  334438  338042  338288  339885  340446  340456  342130  342524  345538
  347545  347996  349175  351599  351763  352108  352980  353460  353824
  354730  355661  355809  359007  360284  361002  361384  363138  363733
  364345  364804  366033  369158  369474  370417  370568  378412  379043
  379139  379272  380689  381313  381808  383617  384386  389020  389100
  390039  391277  392166  392403  394026  396831  397272  397295  399636
  400041  404670  407912  409846  410856  410921  411041  412068  414193
  415122  415331  415771  416537  417411  418770  419033  419307  422146
  422497  422901  425086  426511  428273  429530  430438  434135  438276
  444143  444803  445261  446169  447321  449115  449236  450524  450623
  452331  452551  453200  453627  454155  454794  460243  461604  464280
  464842  465110  465364  465877  467113  467407  468791  470752  473831
  473942  474006  474380  474699  475601  477520  478556  479797  481080
  482512  482827  483502  484230  484269  485421  486113  488841  489263
  490737  490823  495047  495306  495424  496238  500694  503202  504975
  506206  506588  508397  508560  508797  514356  515602  518436  520978
  522060  522646  524845  526887  527418  528811  530240  531831  532369
  532504  534226  535916  536854  538286  538673  540247  542397  543323
  543869  544950  545785  549049  550216  551221  552896  553151  555151
  556676  557541  558564  570723  570803  573393  574988  575218  576281
  576694  576981  577914  578038  578715  579001  579429  579663  582842
  583577  583791  585321  589121  600365  601405  601544  602814  605844
  606450  607833  609205  609497  611537  612887  614173  616311  616924
  618550  619106  621108  626865  629549  641173  642259  644142  651048
  653292  658129  684671  686919  690889  696497  703679  712438  717621
  721420  725594  726503  728050  730981  732484  733175  737643  738293
  745144  745446  756770  757192  757597  762882  764703  784065  792719
  805433  811849  813375  819320  819522  825168  827072  827637  829768
  830638  830896  830899  831848  832957  835212  844497  845834  849882
  854407  865970  868830  869139  871314  873063  875101  875200  875222
  885724  890276  890399  896576  897112  899601  899788  901660  902131
  904638  904772  907616  911241  911369  911475  911632  917858  923784
  924298  924447  932389  933827  935878  937365  937658  943369  946082
  953755  955263  957231  964075  965732  969958  970021  972104  973651
  973987  977643  979326  983244  983313  985590  987358  987379  989182
  991985  997744 1000212 1001274 1003499 1009063 1012481 1012544 1021223
 1021980 1025140 1026225 1027715 1030281 1030310 1037190 1039714 1042524
 1044582 1045493 1050325 1054186 1057792 1057862 1059459 1059954 1063971
 1064323 1064451 1072676 1077588 1080209 1083655 1083753 1085603 1096704
 1097881 1098992 1099359 1103111 1105448 1105731 1107968 1109301 1109853
 1111303 1115939 1120736 1151413 1152296 1157557 1163559 1168259 1171966
 1172498 1174346 1177294 1181978 1184128 1187387 1191389 1192624 1200983
 1201555 1209542 1214860 1215839 1219618 1220313 1225683 1226252 1227315
 1233049 1234831 1234862 1236696 1236840 1239079 1243373 1246482]",575, 4268,2019-02-01,1,0.6666666666666666,575,1
1060,"[ 107030  108938  110899  114666  118478  127760  127790  133070  133113
  133892  155063  156634  187833  199984  205109  206396  235297  244827
  261384  270220  273854  275782  292347  314647  329014  353175  355050
  362310  363093  367609  368080  370988  400880  403445  421137  425954
  427096  427250  460228  464331  483533  552846  554673  573259  588437
  602580  604098  607784  612824  616689  619193  671878  681522  739860
  751640  838190  903640  915181  957469  999796 1045120 1061637 1095891
 1103098 1163691 1166148 1167207 1167617 1168767 1171591 1180756 1186493
 1198352 1205586 1218881 1229524 1236675 1237802 1239872]",79, 163 1564,2019-02-01,1,0.6666666666666666,79,1
1063,"[ 101937  103914  104231  104293  107030  108938  110899  111176  111737
  113036  113211  113376  114666  118478  123294  123801  126601  127640
  127760  127790  130181  130532  130571  133070  133113  133892  136904
  137504  137871  153994  154300  155063  156634  157314  162606  174307
  174585  178797  180826  187833  191304  191537  191561  193871  195876
  198674  199984  203128  204400  205109  206396  210355  226086  230856
  231418  235297  244827  249736  250204  253171  258674  261384  264526
  265374  266488  270220  270517  273854  275377  275782  278259  278869
  281206  281988  282624  286321  288685  288842  289246  290610  292347
  296181  302086  314647  314666  318476  319317  321236  325450  329014
  330487  333668  339846  350522  353175  355050  356448  356672  357845
  358390  362310  363093  365174  367609  368080  370342  370988  372351
  373230  380829  381310  381774  384906  385713  389285  389555  400880
  403445  406378  412591  418986  421137  421348  422794  425954  427096
  427250  427283  431592  431870  432305  438350  442803  445481  449531
  458746  459432  460228  460805  464331  467042  468192  479921  483533
  485289  485938  497674  502006  503953  504975  508803  508840  516784
  521982  522769  526399  526693  528716  529492  532364  536398  542166
  552846  554673  555714  573259  574753  576301  587513  588423  588437
  590071  592724  598520  600064  602580  604098  604947  607784  612518
  612824  616689  619193  619369  621627  624871  627798  656266  670780
  671878  673209  681522  681566  690904  700210  712862  716325  717996
  734723  738639  738892  739860  741170  747609  750189  751640  752912
  754772  763495  764017  771082  779524  787610  795191  798022  805522
  810428  814744  827410  828612  838190  872217  876327  879726  886926
  895218  902966  903640  907331  912949  915181  924257  944957  955533
  956698  957469  970438  970748  981962  994488  995860  998545  999796
 1009010 1015337 1019039 1020121 1030911 1031252 1031512 1036517 1038540
 1040260 1042827 1043083 1045120 1046714 1058591 1060391 1061637 1064097
 1065655 1066122 1066889 1068268 1074210 1076717 1077474 1079464 1083396
 1088554 1088792 1090181 1095891 1099347 1103098 1106966 1109186 1111244
 1111436 1116865 1150728 1154284 1163090 1163691 1165634 1166148 1166868
 1167207 1167617 1168767 1171370 1171591 1172616 1173625 1175223 1180756
 1182802 1186493 1186514 1189196 1191682 1191759 1192664 1194864 1195165
 1198352 1199364 1202494 1203711 1204127 1204460 1205586 1213082 1218364
 1218881 1221607 1226798 1229524 1234056 1234306 1235206 1235780 1236675
 1237802 1239872 1245706]",327, 163,2019-02-01,1,0.6666666666666666,327,1
1065,"[ 121128  141601  195384  197627  214517  247822  273864  297113  329769
  349622  357250  357905  433081  451429  458921  528008  538133  549038
  549950  579243  580829  584471  608289  620532  869865 1173505 1192624]",27, 1564 4266,2019-02-01,1,0.6666666666666666,27,1
1066,"[ 107936  121128  127790  130799  131514  138663  140427  144465  162055
  163968  164231  170515  171103  180952  188766  196329  199576  202409
  219957  234222  246011  251477  259132  261715  267198  267737  271497
  273229  273864  280966  291899  297113  308992  318300  329014  356945
  373747  373882  374383  385430  393650  412833  423459  436986  446878
  457692  459070  460889  483533  499303  509386  512934  518800  528917
  529805  530327  545865  549950  550874  570365  572483  579243  588525
  595074  596217  618576  716018  721306  771876  805158  838634  869865
  931348  945318 1030140 1054616 1066509 1107311 1109458 1168259 1169281
 1175910 1183011 1185071 1191106 1195916 1196711 1198986 1225767 1226863
 1242175]",91, 1564 4248,2019-02-01,1,0.6666666666666666,91,1
1067,"[ 100194  101687  107030  107936  108938  109054  109665  109730  109765
  110899  113787  114666  115334  116441  118478  120622  121128  122130
  122976  123501  123777  124144  126662  127760  127790  127960  130799
  131514  131516  131862  133070  133113  133892  134483  134691  138663
  140167  140427  140480  141601  141636  144223  144417  144465  146208
  146314  147410  149963  150865  154248  155063  156634  162055  163776
  163968  164231  167298  168011  168797  170515  171103  176469  180374
  180952  187833  188766  193943  195384  195808  196329  196976  197627
  199576  199984  202409  205109  206396  209038  210939  214517  215849
  219957  223786  227509  234222  235297  236292  236428  240175  241017
  244024  244827  246011  247822  247920  247993  248242  248336  251365
  251477  252464  259132  261384  261715  267198  267737  268558  270220
  271497  273002  273229  273854  273864  274440  274836  275782  276679
  280966  288540  291899  292347  293947  296038  296343  297113  298450
  301402  308992  310528  312856  313731  314647  315897  318300  320498
  325309  327482  329014  329769  333793  335334  339511  346289  348339
  349622  350143  351040  353175  355050  355952  356945  357250  357905
  361977  362310  363093  366567  367609  368080  369215  369359  369932
  370988  371095  371266  373747  373882  374383  374485  385430  389100
  393650  393703  399636  400880  402221  403445  406069  407628  408175
  410508  410819  412833  414465  414915  417954  420016  421137  423459
  424345  425954  427096  427250  429530  429595  430868  431819  433081
  435281  436986  437007  439106  440971  442885  443105  445147  446043
  446878  447321  450548  451429  453193  456150  457692  458457  458921
  459070  460228  460754  460889  463535  464331  465521  466365  466500
  472493  477413  480928  483533  488580  489886  489993  493464  495425
  499303  499712  506588  509386  512483  512934  518800  520071  522574
  523273  524668  527508  528008  528415  528536  528917  529805  530327
  532152  532620  535249  535838  538133  539572  541094  545865  547403
  549038  549950  550874  551892  552778  552846  554673  556062  564110
  566360  567971  570365  570636  572483  572744  573259  578640  579243
  579353  579652  580829  584107  584471  585321  588437  588525  590404
  590891  593137  595074  596217  600467  602580  604098  604276  607784
  608289  609597  612824  613162  616689  618576  619193  620532  622410
  623153  626337  639169  647845  668785  670457  671878  673790  674172
  681522  684803  687995  711980  716018  716317  721306  739388  739860
  744582  745419  746930  751640  753583  769479  771876  785339  794611
  804991  805158  822437  838190  838634  869865  870253  875750  894527
  895072  896144  903640  908504  915181  919151  928890  931348  940576
  945318  951920  957469  958406  961949  971143  997744  999796 1001799
 1030140 1045120 1054616 1056892 1061637 1066509 1095891 1103098 1107311
 1109458 1121044 1124508 1150404 1158085 1160216 1163691 1163823 1163901
 1164586 1165385 1166148 1167207 1167617 1168259 1168767 1169281 1171591
 1172049 1173505 1174277 1175910 1176921 1180756 1181387 1183011 1185071
 1186493 1191106 1192624 1195916 1196711 1198352 1198986 1202133 1202592
 1203549 1203609 1205519 1205586 1206265 1214239 1215184 1218881 1221274
 1223105 1224008 1225767 1226863 1229524 1229703 1236675 1236866 1237802
 1239028 1239872 1242175 1242252 1243826]",428, 1564,2019-02-01,1,0.6666666666666666,428,1
1068,"[ 103344  105649  121128  132253  141815  149422  153534  163523  163934
  164593  171799  172457  176750  197808  198443  201941  202124  223220
  223769  226924  226985  228704  228856  238881  243136  243484  247851
  253781  273864  281256  282188  285626  288782  295124  297113  313887
  327874  328952  329954  330084  334092  343449  344970  357354  360867
  375104  385318  385884  392200  400788  407307  410397  422118  434667
  455312  468216  473077  479474  480255  480366  488638  518762  521461
  523822  529037  535745  536074  537265  549950  550372  555618  556943
  564686  579243  588268  592647  605523  624033  625091  642259  684785
  715453  716095  716465  721265  733528  752577  756895  818420  843577
  869865  873625  881500  896292  901879  922746  923982  937365  966445
  968496  970916  977640 1003499 1014384 1015669 1031383 1047905 1063971
 1068889 1077821 1102687 1124305 1167677 1176543 1196500 1201800 1228789
 1238615 1239591 1240460 1241990]",121, 4266 4248,2019-02-01,1,0.6666666666666666,121,1
1069,"[ 100615  100942  102917  103344  105649  105769  105919  109572  110211
  113009  113181  113960  116517  116566  117850  118554  120021  121128
  121437  122194  123035  123642  123949  124955  125615  126217  126875
  128265  128568  128703  130366  130464  131834  132253  132260  138296
  138325  141181  141601  141815  142373  144205  145566  146032  147772
  147839  149422  149886  151252  151702  152266  152590  153009  153534
  153970  154066  154084  154715  155563  155710  157047  157573  158972
  160270  160433  160513  161425  163523  163869  163934  164593  171664
  171740  171799  172457  172576  173559  175030  176750  176923  177693
  178285  178786  181029  181114  181964  184070  184841  185724  186974
  187495  188482  189043  189419  191681  191747  195200  195246  195384
  197627  197808  198355  198443  198622  201941  202124  202754  203487
  204827  205440  207120  207233  209608  211046  213211  214517  215374
  217739  222403  223220  223769  223774  224471  226924  226985  228704
  228856  229076  231094  231859  233072  236544  238881  239503  239835
  239844  241262  242201  242658  242928  243136  243484  245072  247822
  247851  250535  251036  252901  253781  254316  254813  257663  257851
  258065  261852  262086  264567  266994  267956  269558  270927  271256
  272301  272556  273864  274467  277677  277876  278491  281256  281377
  282188  283278  284341  285626  286228  286903  288714  288782  291553
  291564  292493  293451  293960  295086  295124  295879  296144  296219
  296286  297113  298473  300473  302709  303696  304157  304860  305347
  307595  307874  308966  309445  310170  310380  310702  313472  313887
  315397  317586  322611  323949  326483  327313  327874  328952  329769
  329954  330084  330312  331247  331273  332432  333809  334092  336830
  337215  337531  339428  339445  339464  339977  340236  341341  343202
  343312  343449  344157  344415  344630  344970  348618  349622  351612
  354817  355203  355838  357250  357354  357905  358760  360867  361281
  366154  366177  368354  368517  369089  372225  373276  374708  375104
  377785  380944  381797  382180  385318  385884  386750  388999  390982
  392200  392932  393396  393559  393980  394741  394811  396004  397673
  399352  400788  402047  404347  405310  406546  407307  410397  411179
  412414  413540  415543  418357  418403  419573  421208  421796  422118
  422261  422670  422871  423591  425455  425791  425951  427408  427966
  428793  429092  430600  433081  433622  433959  434444  434667  436127
  440125  442803  443923  445614  447143  450052  450399  451429  454059
  454219  455312  456059  457778  457865  458121  458163  458921  459308
  460017  460550  460608  460697  460915  461515  461997  462819  463969
  465004  466493  468216  468467  469008  470805  471799  471841  473077
  473727  476652  476721  477692  477807  478155  479396  479474  480255
  480366  480373  480638  480899  482352  484493  485101  487513  488638
  490190  491581  491767  491884  491936  493713  493937  494474  495371
  496594  497547  498326  499519  500078  500915  501269  502556  503829
  504100  504538  505779  506019  508093  508101  508501  508803  509178
  509835  511024  511792  514311  514478  514562  515602  516389  516407
  516797  516890  517175  518482  518488  518762  519137  519847  521461
  523297  523822  523844  524542  525815  526049  526976  527677  528008
  528271  529037  535745  535916  536074  536214  536615  536722  537265
  538133  538955  540322  541039  543430  543558  547497  547665  548581
  549038  549705  549759  549950  550117  550372  551446  552703  552715
  552903  554567  555013  555222  555618  556233  556943  558155  558424
  558639  558641  558934  560369  562667  563851  563868  564686  565979
  566531  567200  567223  568859  569912  570060  571913  574409  576981
  577441  578507  579243  580256  580829  581731  582195  583156  583460
  584471  586233  587093  588268  591897  592647  592916  594278  595077
  595081  598989  599245  599293  600705  601732  601900  602481  602583
  604291  605207  605523  606450  607267  607393  608289  608982  618337
  620532  621421  622396  624033  624366  624483  625091  626163  627846
  628778  631244  633114  634638  642259  643337  645406  648052  656858
  656898  657021  658691  661812  666512  669327  674245  678188  679163
  680859  684785  686238  686919  691556  691791  693851  696493  697825
  704043  705311  709087  711515  715453  716095  716465  721265  723771
  725674  725683  732484  733528  735736  741466  741484  741769  748250
  752577  756895  761277  762882  763366  764186  764843  765348  765773
  770844  771204  781190  781798  789070  790704  794690  796188  798464
  805459  814206  818420  819787  822185  822596  823514  824151  828186
  830638  832235  833102  836821  840183  843577  846913  847382  863202
  864313  864534  869075  869078  869865  871822  872009  873625  874911
  875487  877238  879099  880102  881500  881662  883667  884486  886366
  886926  889614  891167  892510  893132  896292  897112  897326  899176
  899725  901879  903506  905482  910334  910412  911192  911227  911967
  912610  915084  915275  915686  919238  922347  922746  923982  924203
  930308  932953  933793  935817  937365  941776  948719  953867  955102
  956686  958821  959654  959856  966445  968496  969405  970916  971139
  972285  977640  978653  981371  982129  982902  985407  987379  991497
  996122  996421  997822  999970 1001919 1003499 1004943 1005938 1006932
 1011392 1013519 1014384 1015669 1018706 1022740 1027715 1028364 1029030
 1031383 1033683 1034783 1035449 1037370 1038016 1038337 1039589 1040923
 1041657 1043083 1047905 1051255 1055722 1056066 1058749 1061200 1061702
 1063971 1064162 1065136 1066512 1066859 1066872 1067387 1067863 1068315
 1068889 1071986 1074641 1075341 1076634 1077821 1078872 1089611 1089632
 1090991 1093208 1095721 1095744 1098547 1099677 1099695 1100398 1101214
 1101837 1102687 1102714 1105168 1105519 1106173 1106362 1106512 1108114
 1110941 1120736 1121072 1124305 1150209 1152248 1153136 1153290 1155827
 1156107 1157149 1157947 1158446 1159100 1163180 1163734 1163962 1165070
 1166395 1166717 1166865 1167677 1168320 1169666 1170991 1173505 1173955
 1174792 1176543 1178842 1184263 1186750 1187387 1190251 1191689 1191759
 1192624 1196280 1196500 1198151 1198815 1199621 1201800 1202025 1203541
 1203708 1204382 1210145 1214762 1216244 1216823 1217691 1218070 1218965
 1221189 1226834 1228789 1233472 1235144 1235670 1236406 1237795 1238615
 1239591 1239963 1240402 1240460 1241990 1242017 1243105 1243407 1245083]",819, 4266,2019-02-01,1,0.6666666666666666,819,1
1070,[ 130571  288685  289246  372351 1150728],5, 4267 163,2019-02-01,1,0.6666666666666666,5,1
1071,"[ 106150  118606  127960  258382  309563  329819  334438  355661  391277
  392166  522646  579429  717621 1225683]",14, 3066 4268,2019-02-01,1,0.6666666666666666,14,1
1073,"[ 100942  103011  103223  103922  106500  112570  112768  115147  120404
  120461  122953  127367  127538  128083  129409  131403  131834  134691
  136688  139288  141815  143121  144465  147480  148374  149356  149601
  150393  154474  154486  156268  156694  157267  158186  158654  160378
  170729  171145  172406  172756  173416  175616  175866  176264  177738
  179724  179988  182406  183036  184070  184165  184887  185724  186748
  188558  188835  192556  192562  196083  198617  201250  202124  202409
  202754  203088  204068  204827  205166  211752  212508  220023  220364
  225006  226985  227452  227535  227628  227713  234380  234582  234661
  236748  241017  242033  245072  245887  249382  250397  251708  252366
  253230  254395  254813  257995  258382  259329  260118  260720  261502
  262924  263293  267956  269492  269944  270349  272307  273229  273632
  274132  274176  274199  275145  275928  276275  276951  279676  282388
  284389  284600  285803  288700  290405  294156  294576  296286  297341
  297711  299248  299388  302892  304419  304445  308170  308695  310156
  312569  315504  316209  321030  321353  322211  323281  323804  323920
  324206  330069  333729  334431  334851  336247  337743  337840  338288
  338631  338862  339726  339885  340187  340652  342130  342712  348211
  348663  349038  350887  352671  356945  359909  366154  366177  369624
  374205  375519  377865  382344  383197  384238  384801  385337  389207
  389597  390199  393650  395989  396088  411913  412481  413192  419062
  419368  419573  420953  421381  422146  423459  424597  425276  427737
  427951  428345  429826  434798  436393  442113  444738  446438  448779
  450463  450658  451669  452539  453702  456270  457331  457637  464167
  464243  465285  466365  466468  471529  479504  480079  482740  483502
  484269  484511  484879  485052  486075  486210  489316  490737  495409
  495463  495718  496563  499532  503073  506588  511228  512147  513064
  516402  517711  517911  518843  519261  519362  520099  521161  521461
  521598  522646  523187  523515  525672  525815  530131  540788  540798
  543323  545865  546948  548326  551179  551871  552096  554199  557270
  562802  563679  565546  565979  566339  567498  568132  570060  573223
  573519  574225  574760  574776  576975  576981  577867  577925  579893
  581622  583156  583791  586233  589325  592157  596289  598391  598989
  601940  601994  603945  604276  607089  608303  611673  620083  624147
  625590  633283  700038  711135  716325  721306  729727  739868  740325
  742857  743895  751017  753246  763292  767608  771876  784400  798464
  801580  808013  810858  814206  817773  818420  823709  825224  832721
  836966  839435  842170  857103  865625  865696  870316  873816  879068
  881754  885886  889830  890399  890754  891069  892312  895812  897154
  900204  901721  907248  911318  912460  918439  922108  924203  935434
  936316  941247  947721  948321  948522  948825  948861  951512  953767
  954786  955150  956307  961048  964558  964919  968493  969250  972462
  975292  975791  984204  988692  988786  989289  989394  997149  998432
 1009030 1010123 1010143 1010274 1011522 1013377 1014033 1019603 1022283
 1025065 1025962 1033774 1037291 1046665 1047723 1055988 1057206 1057476
 1058467 1061106 1061707 1063076 1064304 1065332 1071986 1077172 1080102
 1085199 1086983 1090134 1103434 1105858 1109874 1114355 1115067 1120667
 1157017 1158163 1167570 1167620 1167677 1168111 1170504 1172900 1180455
 1181170 1184993 1192664 1193813 1195393 1196633 1199267 1199390 1202706
 1202978 1211308 1211928 1213236 1213495 1216334 1216823 1216869 1218594
 1229819 1233167 1234865 1234895 1235378 1235941 1238124 1238217 1238572
 1239396 1242580 1244869 1246482]",463, 3080,2019-02-01,1,0.6666666666666666,463,1
1074,[113036 130571 133892 156634 205109 421137 459432 508840 552846],9, 3066 163,2019-02-01,1,0.6666666666666666,9,1
1075,[ 219957  446878  595074  805158  869865 1107311],6, 3066 1564 4248,2019-02-01,1,0.6666666666666666,6,1
1076,"[ 127960  133892  146314  156634  205109  219957  301402  421137  446878
  458921  552846  556062  595074  805158  869865 1107311]",16, 3066 1564,2019-02-01,1,0.6666666666666666,16,1
1077,"[ 157047  213211  309445  313887  344415  381797  412414  458921  463969
  526976  625091  869865  982129 1105519 1216244]",15, 3066 4266,2019-02-01,1,0.6666666666666666,15,1
1078,"[ 111958  157246  179988  219957  275401  286161  313887  314138  323804
  348948  350405  420839  437974  446878  448259  478470  487798  501835
  528757  532306  551098  565740  579429  595074  621358  625091  761744
  805158  819859  869865  939722 1042374 1085762 1107311 1163690 1199905]",36, 3066 4248,2019-02-01,1,0.6666666666666666,36,1
1079,"[ 106150  111958  113036  117934  118606  121147  126035  127960  130571
  130996  132739  133892  138287  141519  146314  155285  156346  156634
  157047  157246  170804  173319  179988  180223  201118  204301  205109
  209218  213211  219957  221843  230094  238581  240479  240683  248676
  258382  264004  275401  286161  295084  295787  301157  301402  307039
  308334  309445  309563  312774  313887  314138  314408  316209  322387
  323804  324664  325831  329819  334438  341101  341270  341989  344415
  348948  350405  355661  358261  360516  381668  381797  382031  383294
  391277  392166  411890  412414  416890  418551  420839  421137  423574
  429537  433296  433579  435733  437974  443015  443448  446878  448259
  458921  459432  463253  463969  465771  466468  478470  479256  483128
  487798  501835  503865  506632  508840  522260  522646  524222  525659
  526976  528757  532306  547482  547635  549392  550268  551098  552846
  556062  565740  579429  580717  590478  595074  608666  621358  625091
  687466  717621  761744  767608  805158  806597  819859  828021  831640
  838788  869865  875601  876768  896389  901658  906775  907974  912494
  939722  942270  955120  963608  964386  964750  982129 1018105 1032078
 1042374 1044423 1073556 1085762 1105519 1107167 1107311 1113288 1163690
 1163746 1168652 1188909 1195041 1197766 1198602 1199905 1216244 1220333
 1222168 1225683 1225803 1235378 1236516 1243498 1244706 1245019 1245438
 1246586]",181, 3066,2019-02-01,1,0.6666666666666666,181,1
1082,[ 130799  131514  144465  196976  274836  410819  447321  794611 1203549],9, 4280 1564,2019-02-01,1,0.6666666666666666,9,1
1083,"[ 107216  108805  112401  130799  131514  134163  144465  150303  160806
  202227  218262  277301  286476  291218  295041  348948  439034  448590
  470752  484505  491803  530944  535088  542513  546857  557428  564071
  575459  575826  591431  622174  625091  720705  833186  890276  895218
  949568  961048 1070303 1086295 1163690]",41, 4280 4248,2019-02-01,1,0.6666666666666666,41,1
